characterId	family	index	value	sourcePath	line
1	TALENT	113	1	original-game/CSV/Chara01_宮間かなで.csv	46
1	TALENT	118	1	original-game/CSV/Chara01_宮間かなで.csv	47
1	TALENT	220	1	original-game/CSV/Chara01_宮間かなで.csv	48
1	TALENT	224	1	original-game/CSV/Chara01_宮間かなで.csv	49
1	TALENT	320	1	original-game/CSV/Chara01_宮間かなで.csv	50
1	TALENT	326	1	original-game/CSV/Chara01_宮間かなで.csv	51
1	TALENT	414	1	original-game/CSV/Chara01_宮間かなで.csv	52
1	TALENT	423	1	original-game/CSV/Chara01_宮間かなで.csv	53
1	RELATION	0	300	original-game/CSV/Chara01_宮間かなで.csv	54
1	RELATION	2	200	original-game/CSV/Chara01_宮間かなで.csv	55
1	RELATION	15	200	original-game/CSV/Chara01_宮間かなで.csv	56
1	RELATION	16	200	original-game/CSV/Chara01_宮間かなで.csv	57
1	RELATION	17	800	original-game/CSV/Chara01_宮間かなで.csv	58
1	RELATION	44	150	original-game/CSV/Chara01_宮間かなで.csv	59
1	RELATION	80	200	original-game/CSV/Chara01_宮間かなで.csv	60
1	RELATION	91	1000	original-game/CSV/Chara01_宮間かなで.csv	61
1	RELATION	94	200	original-game/CSV/Chara01_宮間かなで.csv	62
1	RELATION	202	150	original-game/CSV/Chara01_宮間かなで.csv	63
1	CFLAG	16	-1	original-game/CSV/Chara01_宮間かなで.csv	64
1	CFLAG	21	2000	original-game/CSV/Chara01_宮間かなで.csv	65
1	CFLAG	22	3091	original-game/CSV/Chara01_宮間かなで.csv	66
1	CFLAG	41	17	original-game/CSV/Chara01_宮間かなで.csv	67
1	CFLAG	170	5	original-game/CSV/Chara01_宮間かなで.csv	68
1	CFLAG	171	2	original-game/CSV/Chara01_宮間かなで.csv	69
1	CFLAG	174	6	original-game/CSV/Chara01_宮間かなで.csv	70
1	CFLAG	175	2	original-game/CSV/Chara01_宮間かなで.csv	71
1	CFLAG	176	6	original-game/CSV/Chara01_宮間かなで.csv	72
1	CFLAG	177	2	original-game/CSV/Chara01_宮間かなで.csv	73
1	CFLAG	620	100	original-game/CSV/Chara01_宮間かなで.csv	74
1	CFLAG	600	0	original-game/CSV/Chara01_宮間かなで.csv	75
1	CFLAG	602	5	original-game/CSV/Chara01_宮間かなで.csv	76
1	CSTR	9	私	original-game/CSV/Chara01_宮間かなで.csv	77
1	CSTR	42	おちんちん	original-game/CSV/Chara01_宮間かなで.csv	78
1	CSTR	43	おまんこ	original-game/CSV/Chara01_宮間かなで.csv	79
1	CSTR	44	お尻の穴	original-game/CSV/Chara01_宮間かなで.csv	80
2	BASE	0	2200	original-game/CSV/Chara02_佐々木美乃里.csv	5
2	BASE	1	1200	original-game/CSV/Chara02_佐々木美乃里.csv	6
2	BASE	30	300	original-game/CSV/Chara02_佐々木美乃里.csv	7
2	BASE	31	120	original-game/CSV/Chara02_佐々木美乃里.csv	8
2	BASE	9	16	original-game/CSV/Chara02_佐々木美乃里.csv	9
2	BASE	11	2	original-game/CSV/Chara02_佐々木美乃里.csv	10
2	BASE	12	14	original-game/CSV/Chara02_佐々木美乃里.csv	11
2	BASE	13	2	original-game/CSV/Chara02_佐々木美乃里.csv	12
2	BASE	20	163	original-game/CSV/Chara02_佐々木美乃里.csv	13
2	BASE	21	46	original-game/CSV/Chara02_佐々木美乃里.csv	14
2	BASE	22	83	original-game/CSV/Chara02_佐々木美乃里.csv	15
2	BASE	23	57	original-game/CSV/Chara02_佐々木美乃里.csv	16
2	BASE	24	82	original-game/CSV/Chara02_佐々木美乃里.csv	17
2	BASE	40	180	original-game/CSV/Chara02_佐々木美乃里.csv	18
2	ABL	0	1	original-game/CSV/Chara02_佐々木美乃里.csv	19
2	ABL	1	1	original-game/CSV/Chara02_佐々木美乃里.csv	20
2	ABL	3	2	original-game/CSV/Chara02_佐々木美乃里.csv	21
2	ABL	10	2	original-game/CSV/Chara02_佐々木美乃里.csv	22
2	ABL	11	4	original-game/CSV/Chara02_佐々木美乃里.csv	23
2	ABL	50	3	original-game/CSV/Chara02_佐々木美乃里.csv	24
2	ABL	51	9	original-game/CSV/Chara02_佐々木美乃里.csv	25
2	ABL	52	2	original-game/CSV/Chara02_佐々木美乃里.csv	26
2	EXP	1	10	original-game/CSV/Chara02_佐々木美乃里.csv	27
2	EXP	2	15	original-game/CSV/Chara02_佐々木美乃里.csv	28
2	EXP	10	30	original-game/CSV/Chara02_佐々木美乃里.csv	29
2	EXP	32	3	original-game/CSV/Chara02_佐々木美乃里.csv	30
2	TALENT	0	1	original-game/CSV/Chara02_佐々木美乃里.csv	31
2	TALENT	2	1	original-game/CSV/Chara02_佐々木美乃里.csv	32
2	TALENT	16	1	original-game/CSV/Chara02_佐々木美乃里.csv	33
2	TALENT	23	1	original-game/CSV/Chara02_佐々木美乃里.csv	34
2	TALENT	25	1	original-game/CSV/Chara02_佐々木美乃里.csv	35
2	TALENT	41	1	original-game/CSV/Chara02_佐々木美乃里.csv	36
2	TALENT	60	1	original-game/CSV/Chara02_佐々木美乃里.csv	37
2	TALENT	61	1	original-game/CSV/Chara02_佐々木美乃里.csv	38
2	TALENT	80	1	original-game/CSV/Chara02_佐々木美乃里.csv	39
2	TALENT	87	1	original-game/CSV/Chara02_佐々木美乃里.csv	40
2	TALENT	106	1	original-game/CSV/Chara02_佐々木美乃里.csv	41
2	TALENT	111	1	original-game/CSV/Chara02_佐々木美乃里.csv	42
2	TALENT	204	1	original-game/CSV/Chara02_佐々木美乃里.csv	43
2	TALENT	220	1	original-game/CSV/Chara02_佐々木美乃里.csv	44
2	TALENT	319	1	original-game/CSV/Chara02_佐々木美乃里.csv	45
2	TALENT	604	1	original-game/CSV/Chara02_佐々木美乃里.csv	46
2	RELATION	0	200	original-game/CSV/Chara02_佐々木美乃里.csv	47
2	RELATION	1	200	original-game/CSV/Chara02_佐々木美乃里.csv	48
2	RELATION	9	200	original-game/CSV/Chara02_佐々木美乃里.csv	49
2	RELATION	17	200	original-game/CSV/Chara02_佐々木美乃里.csv	50
2	RELATION	80	200	original-game/CSV/Chara02_佐々木美乃里.csv	51
2	RELATION	91	200	original-game/CSV/Chara02_佐々木美乃里.csv	52
2	RELATION	94	200	original-game/CSV/Chara02_佐々木美乃里.csv	53
2	RELATION	107	500	original-game/CSV/Chara02_佐々木美乃里.csv	54
2	RELATION	204	200	original-game/CSV/Chara02_佐々木美乃里.csv	55
2	RELATION	210	200	original-game/CSV/Chara02_佐々木美乃里.csv	56
2	CFLAG	16	-1	original-game/CSV/Chara02_佐々木美乃里.csv	57
2	CFLAG	41	17	original-game/CSV/Chara02_佐々木美乃里.csv	58
2	CFLAG	170	6	original-game/CSV/Chara02_佐々木美乃里.csv	59
2	CFLAG	171	1	original-game/CSV/Chara02_佐々木美乃里.csv	60
2	CFLAG	174	4	original-game/CSV/Chara02_佐々木美乃里.csv	61
2	CFLAG	175	0	original-game/CSV/Chara02_佐々木美乃里.csv	62
2	CFLAG	176	4	original-game/CSV/Chara02_佐々木美乃里.csv	63
2	CFLAG	177	0	original-game/CSV/Chara02_佐々木美乃里.csv	64
2	CFLAG	620	100	original-game/CSV/Chara02_佐々木美乃里.csv	65
2	CFLAG	600	5	original-game/CSV/Chara02_佐々木美乃里.csv	66
2	CFLAG	602	3	original-game/CSV/Chara02_佐々木美乃里.csv	67
2	CSTR	9	あたし	original-game/CSV/Chara02_佐々木美乃里.csv	68
3	BASE	0	1800	original-game/CSV/Chara03_久留米紗英.csv	5
3	BASE	1	1400	original-game/CSV/Chara03_久留米紗英.csv	6
3	BASE	30	200	original-game/CSV/Chara03_久留米紗英.csv	7
3	BASE	31	100	original-game/CSV/Chara03_久留米紗英.csv	8
3	BASE	9	16	original-game/CSV/Chara03_久留米紗英.csv	9
3	BASE	11	11	original-game/CSV/Chara03_久留米紗英.csv	10
3	BASE	12	6	original-game/CSV/Chara03_久留米紗英.csv	11
3	BASE	13	1	original-game/CSV/Chara03_久留米紗英.csv	12
3	BASE	20	158	original-game/CSV/Chara03_久留米紗英.csv	13
3	BASE	21	44	original-game/CSV/Chara03_久留米紗英.csv	14
3	BASE	22	78	original-game/CSV/Chara03_久留米紗英.csv	15
3	BASE	23	56	original-game/CSV/Chara03_久留米紗英.csv	16
3	BASE	24	76	original-game/CSV/Chara03_久留米紗英.csv	17
3	BASE	40	190	original-game/CSV/Chara03_久留米紗英.csv	18
3	ABL	0	1	original-game/CSV/Chara03_久留米紗英.csv	19
3	ABL	1	1	original-game/CSV/Chara03_久留米紗英.csv	20
3	ABL	2	2	original-game/CSV/Chara03_久留米紗英.csv	21
3	ABL	11	2	original-game/CSV/Chara03_久留米紗英.csv	22
3	ABL	30	1	original-game/CSV/Chara03_久留米紗英.csv	23
3	ABL	71	3	original-game/CSV/Chara03_久留米紗英.csv	24
3	ABL	50	4	original-game/CSV/Chara03_久留米紗英.csv	25
3	ABL	51	4	original-game/CSV/Chara03_久留米紗英.csv	26
3	ABL	52	1	original-game/CSV/Chara03_久留米紗英.csv	27
3	EXP	0	10	original-game/CSV/Chara03_久留米紗英.csv	28
3	EXP	2	6	original-game/CSV/Chara03_久留米紗英.csv	29
3	EXP	5	10	original-game/CSV/Chara03_久留米紗英.csv	30
3	EXP	10	5	original-game/CSV/Chara03_久留米紗英.csv	31
3	EXP	101	10	original-game/CSV/Chara03_久留米紗英.csv	32
3	EXP	109	3	original-game/CSV/Chara03_久留米紗英.csv	33
3	TALENT	2	1	original-game/CSV/Chara03_久留米紗英.csv	34
3	TALENT	23	1	original-game/CSV/Chara03_久留米紗英.csv	35
3	TALENT	25	1	original-game/CSV/Chara03_久留米紗英.csv	36
3	TALENT	31	1	original-game/CSV/Chara03_久留米紗英.csv	37
3	TALENT	70	1	original-game/CSV/Chara03_久留米紗英.csv	38
3	TALENT	80	1	original-game/CSV/Chara03_久留米紗英.csv	39
3	TALENT	104	1	original-game/CSV/Chara03_久留米紗英.csv	40
3	TALENT	105	1	original-game/CSV/Chara03_久留米紗英.csv	41
3	TALENT	112	1	original-game/CSV/Chara03_久留米紗英.csv	42
3	TALENT	162	1	original-game/CSV/Chara03_久留米紗英.csv	43
3	TALENT	210	1	original-game/CSV/Chara03_久留米紗英.csv	44
3	TALENT	324	1	original-game/CSV/Chara03_久留米紗英.csv	45
3	TALENT	416	1	original-game/CSV/Chara03_久留米紗英.csv	46
3	TALENT	432	1	original-game/CSV/Chara03_久留米紗英.csv	47
3	RELATION	20	200	original-game/CSV/Chara03_久留米紗英.csv	48
3	RELATION	73	150	original-game/CSV/Chara03_久留米紗英.csv	49
3	RELATION	91	400	original-game/CSV/Chara03_久留米紗英.csv	50
3	CFLAG	15	8	original-game/CSV/Chara03_久留米紗英.csv	51
3	CFLAG	16	1	original-game/CSV/Chara03_久留米紗英.csv	52
3	CFLAG	41	101	original-game/CSV/Chara03_久留米紗英.csv	53
3	CFLAG	160	14	original-game/CSV/Chara03_久留米紗英.csv	54
3	CFLAG	161	7	original-game/CSV/Chara03_久留米紗英.csv	55
3	CFLAG	162	2	original-game/CSV/Chara03_久留米紗英.csv	56
3	CFLAG	163	5	original-game/CSV/Chara03_久留米紗英.csv	57
3	CFLAG	170	1	original-game/CSV/Chara03_久留米紗英.csv	58
3	CFLAG	171	1	original-game/CSV/Chara03_久留米紗英.csv	59
3	CFLAG	174	2	original-game/CSV/Chara03_久留米紗英.csv	60
3	CFLAG	175	7	original-game/CSV/Chara03_久留米紗英.csv	61
3	CFLAG	176	2	original-game/CSV/Chara03_久留米紗英.csv	62
3	CFLAG	177	7	original-game/CSV/Chara03_久留米紗英.csv	63
3	CFLAG	620	100	original-game/CSV/Chara03_久留米紗英.csv	64
3	CFLAG	600	1	original-game/CSV/Chara03_久留米紗英.csv	65
3	CFLAG	601	1	original-game/CSV/Chara03_久留米紗英.csv	66
3	CFLAG	602	1	original-game/CSV/Chara03_久留米紗英.csv	67
3	CFLAG	827	1	original-game/CSV/Chara03_久留米紗英.csv	68
3	CSTR	9	あたし	original-game/CSV/Chara03_久留米紗英.csv	69
4	BASE	0	1800	original-game/CSV/Chara04_飯野美樹.csv	5
4	BASE	1	1400	original-game/CSV/Chara04_飯野美樹.csv	6
4	BASE	30	400	original-game/CSV/Chara04_飯野美樹.csv	7
4	BASE	31	130	original-game/CSV/Chara04_飯野美樹.csv	8
4	BASE	9	16	original-game/CSV/Chara04_飯野美樹.csv	9
4	BASE	11	6	original-game/CSV/Chara04_飯野美樹.csv	10
4	BASE	12	9	original-game/CSV/Chara04_飯野美樹.csv	11
4	BASE	13	2	original-game/CSV/Chara04_飯野美樹.csv	12
4	BASE	20	160	original-game/CSV/Chara04_飯野美樹.csv	13
4	BASE	21	48	original-game/CSV/Chara04_飯野美樹.csv	14
4	BASE	22	78	original-game/CSV/Chara04_飯野美樹.csv	15
4	BASE	23	57	original-game/CSV/Chara04_飯野美樹.csv	16
4	BASE	24	81	original-game/CSV/Chara04_飯野美樹.csv	17
4	ABL	20	2	original-game/CSV/Chara04_飯野美樹.csv	18
4	ABL	70	2	original-game/CSV/Chara04_飯野美樹.csv	19
4	ABL	50	7	original-game/CSV/Chara04_飯野美樹.csv	20
4	ABL	51	1	original-game/CSV/Chara04_飯野美樹.csv	21
4	ABL	52	5	original-game/CSV/Chara04_飯野美樹.csv	22
4	EXP	33	20	original-game/CSV/Chara04_飯野美樹.csv	23
4	EXP	70	20	original-game/CSV/Chara04_飯野美樹.csv	24
4	TALENT	0	1	original-game/CSV/Chara04_飯野美樹.csv	25
4	TALENT	2	1	original-game/CSV/Chara04_飯野美樹.csv	26
4	TALENT	15	1	original-game/CSV/Chara04_飯野美樹.csv	27
4	TALENT	16	1	original-game/CSV/Chara04_飯野美樹.csv	28
4	TALENT	18	1	original-game/CSV/Chara04_飯野美樹.csv	29
4	TALENT	27	1	original-game/CSV/Chara04_飯野美樹.csv	30
4	TALENT	28	1	original-game/CSV/Chara04_飯野美樹.csv	31
4	TALENT	40	1	original-game/CSV/Chara04_飯野美樹.csv	32
4	TALENT	57	1	original-game/CSV/Chara04_飯野美樹.csv	33
4	TALENT	80	1	original-game/CSV/Chara04_飯野美樹.csv	34
4	TALENT	82	1	original-game/CSV/Chara04_飯野美樹.csv	35
4	TALENT	87	1	original-game/CSV/Chara04_飯野美樹.csv	36
4	TALENT	93	1	original-game/CSV/Chara04_飯野美樹.csv	37
4	TALENT	109	1	original-game/CSV/Chara04_飯野美樹.csv	38
4	TALENT	113	1	original-game/CSV/Chara04_飯野美樹.csv	39
4	TALENT	141	1	original-game/CSV/Chara04_飯野美樹.csv	40
4	TALENT	205	1	original-game/CSV/Chara04_飯野美樹.csv	41
4	TALENT	220	1	original-game/CSV/Chara04_飯野美樹.csv	42
4	TALENT	320	1	original-game/CSV/Chara04_飯野美樹.csv	43
4	TALENT	326	1	original-game/CSV/Chara04_飯野美樹.csv	44
4	TALENT	402	1	original-game/CSV/Chara04_飯野美樹.csv	45
4	RELATION	6	800	original-game/CSV/Chara04_飯野美樹.csv	46
4	RELATION	27	150	original-game/CSV/Chara04_飯野美樹.csv	47
4	RELATION	88	300	original-game/CSV/Chara04_飯野美樹.csv	48
4	CFLAG	16	-1	original-game/CSV/Chara04_飯野美樹.csv	49
4	CFLAG	21	2006	original-game/CSV/Chara04_飯野美樹.csv	50
4	CFLAG	41	17	original-game/CSV/Chara04_飯野美樹.csv	51
4	CFLAG	170	5	original-game/CSV/Chara04_飯野美樹.csv	52
4	CFLAG	171	4	original-game/CSV/Chara04_飯野美樹.csv	53
4	CFLAG	174	5	original-game/CSV/Chara04_飯野美樹.csv	54
4	CFLAG	175	4	original-game/CSV/Chara04_飯野美樹.csv	55
4	CFLAG	176	5	original-game/CSV/Chara04_飯野美樹.csv	56
4	CFLAG	177	2	original-game/CSV/Chara04_飯野美樹.csv	57
4	CFLAG	620	80	original-game/CSV/Chara04_飯野美樹.csv	58
4	CFLAG	600	2	original-game/CSV/Chara04_飯野美樹.csv	59
4	CFLAG	602	6	original-game/CSV/Chara04_飯野美樹.csv	60
4	CSTR	9	ワタクシ	original-game/CSV/Chara04_飯野美樹.csv	61
5	BASE	0	1500	original-game/CSV/Chara05_渡会桔梗.csv	5
5	BASE	1	1800	original-game/CSV/Chara05_渡会桔梗.csv	6
5	BASE	30	200	original-game/CSV/Chara05_渡会桔梗.csv	7
5	BASE	31	110	original-game/CSV/Chara05_渡会桔梗.csv	8
5	BASE	9	14	original-game/CSV/Chara05_渡会桔梗.csv	9
5	BASE	11	12	original-game/CSV/Chara05_渡会桔梗.csv	10
5	BASE	12	24	original-game/CSV/Chara05_渡会桔梗.csv	11
5	BASE	13	4	original-game/CSV/Chara05_渡会桔梗.csv	12
5	BASE	20	149	original-game/CSV/Chara05_渡会桔梗.csv	13
5	BASE	21	41	original-game/CSV/Chara05_渡会桔梗.csv	14
5	BASE	22	84	original-game/CSV/Chara05_渡会桔梗.csv	15
5	BASE	23	51	original-game/CSV/Chara05_渡会桔梗.csv	16
5	BASE	24	82	original-game/CSV/Chara05_渡会桔梗.csv	17
5	ABL	11	2	original-game/CSV/Chara05_渡会桔梗.csv	18
5	ABL	17	2	original-game/CSV/Chara05_渡会桔梗.csv	19
5	ABL	70	2	original-game/CSV/Chara05_渡会桔梗.csv	20
5	ABL	72	2	original-game/CSV/Chara05_渡会桔梗.csv	21
5	ABL	50	4	original-game/CSV/Chara05_渡会桔梗.csv	22
5	ABL	51	1	original-game/CSV/Chara05_渡会桔梗.csv	23
5	ABL	52	6	original-game/CSV/Chara05_渡会桔梗.csv	24
5	ABL	81	8	original-game/CSV/Chara05_渡会桔梗.csv	25
5	EXP	2	6	original-game/CSV/Chara05_渡会桔梗.csv	26
5	EXP	70	20	original-game/CSV/Chara05_渡会桔梗.csv	27
5	EXP	72	30	original-game/CSV/Chara05_渡会桔梗.csv	28
5	TALENT	0	1	original-game/CSV/Chara05_渡会桔梗.csv	29
5	TALENT	2	1	original-game/CSV/Chara05_渡会桔梗.csv	30
5	TALENT	14	1	original-game/CSV/Chara05_渡会桔梗.csv	31
5	TALENT	21	1	original-game/CSV/Chara05_渡会桔梗.csv	32
5	TALENT	23	1	original-game/CSV/Chara05_渡会桔梗.csv	33
5	TALENT	31	1	original-game/CSV/Chara05_渡会桔梗.csv	34
5	TALENT	36	1	original-game/CSV/Chara05_渡会桔梗.csv	35
5	TALENT	45	1	original-game/CSV/Chara05_渡会桔梗.csv	36
5	TALENT	50	1	original-game/CSV/Chara05_渡会桔梗.csv	37
5	TALENT	61	1	original-game/CSV/Chara05_渡会桔梗.csv	38
5	TALENT	64	1	original-game/CSV/Chara05_渡会桔梗.csv	39
5	TALENT	70	1	original-game/CSV/Chara05_渡会桔梗.csv	40
5	TALENT	81	1	original-game/CSV/Chara05_渡会桔梗.csv	41
5	TALENT	87	1	original-game/CSV/Chara05_渡会桔梗.csv	42
5	TALENT	100	1	original-game/CSV/Chara05_渡会桔梗.csv	43
5	TALENT	102	1	original-game/CSV/Chara05_渡会桔梗.csv	44
5	TALENT	108	1	original-game/CSV/Chara05_渡会桔梗.csv	45
5	TALENT	112	1	original-game/CSV/Chara05_渡会桔梗.csv	46
5	TALENT	110	1	original-game/CSV/Chara05_渡会桔梗.csv	47
5	TALENT	126	1	original-game/CSV/Chara05_渡会桔梗.csv	48
5	TALENT	152	1	original-game/CSV/Chara05_渡会桔梗.csv	49
5	TALENT	186	1	original-game/CSV/Chara05_渡会桔梗.csv	50
5	TALENT	221	1	original-game/CSV/Chara05_渡会桔梗.csv	51
5	TALENT	224	1	original-game/CSV/Chara05_渡会桔梗.csv	52
5	TALENT	406	1	original-game/CSV/Chara05_渡会桔梗.csv	53
5	TALENT	414	1	original-game/CSV/Chara05_渡会桔梗.csv	54
5	TALENT	423	1	original-game/CSV/Chara05_渡会桔梗.csv	55
5	RELATION	11	300	original-game/CSV/Chara05_渡会桔梗.csv	56
5	RELATION	18	200	original-game/CSV/Chara05_渡会桔梗.csv	57
5	RELATION	89	150	original-game/CSV/Chara05_渡会桔梗.csv	58
5	CFLAG	16	-1	original-game/CSV/Chara05_渡会桔梗.csv	59
5	CFLAG	41	204	original-game/CSV/Chara05_渡会桔梗.csv	60
5	CFLAG	170	0	original-game/CSV/Chara05_渡会桔梗.csv	61
5	CFLAG	171	9	original-game/CSV/Chara05_渡会桔梗.csv	62
5	CFLAG	173	-1	original-game/CSV/Chara05_渡会桔梗.csv	63
5	CFLAG	174	0	original-game/CSV/Chara05_渡会桔梗.csv	64
5	CFLAG	175	0	original-game/CSV/Chara05_渡会桔梗.csv	65
5	CFLAG	176	0	original-game/CSV/Chara05_渡会桔梗.csv	66
5	CFLAG	177	3	original-game/CSV/Chara05_渡会桔梗.csv	67
5	CFLAG	620	100	original-game/CSV/Chara05_渡会桔梗.csv	68
5	CFLAG	600	3	original-game/CSV/Chara05_渡会桔梗.csv	69
5	CFLAG	602	0	original-game/CSV/Chara05_渡会桔梗.csv	70
5	CSTR	9	私	original-game/CSV/Chara05_渡会桔梗.csv	71
6	BASE	0	2000	original-game/CSV/Chara06_神田ひより.csv	5
6	BASE	1	1100	original-game/CSV/Chara06_神田ひより.csv	6
6	BASE	30	400	original-game/CSV/Chara06_神田ひより.csv	7
6	BASE	31	100	original-game/CSV/Chara06_神田ひより.csv	8
6	BASE	9	22	original-game/CSV/Chara06_神田ひより.csv	9
6	BASE	11	4	original-game/CSV/Chara06_神田ひより.csv	10
6	BASE	12	17	original-game/CSV/Chara06_神田ひより.csv	11
6	BASE	13	3	original-game/CSV/Chara06_神田ひより.csv	12
6	BASE	20	161	original-game/CSV/Chara06_神田ひより.csv	13
6	BASE	21	47	original-game/CSV/Chara06_神田ひより.csv	14
6	BASE	22	92	original-game/CSV/Chara06_神田ひより.csv	15
6	BASE	23	59	original-game/CSV/Chara06_神田ひより.csv	16
6	BASE	24	87	original-game/CSV/Chara06_神田ひより.csv	17
6	ABL	2	3	original-game/CSV/Chara06_神田ひより.csv	18
6	ABL	10	1	original-game/CSV/Chara06_神田ひより.csv	19
6	ABL	11	2	original-game/CSV/Chara06_神田ひより.csv	20
6	ABL	12	3	original-game/CSV/Chara06_神田ひより.csv	21
6	ABL	14	2	original-game/CSV/Chara06_神田ひより.csv	22
6	ABL	21	2	original-game/CSV/Chara06_神田ひより.csv	23
6	ABL	73	2	original-game/CSV/Chara06_神田ひより.csv	24
6	ABL	50	3	original-game/CSV/Chara06_神田ひより.csv	25
6	ABL	51	2	original-game/CSV/Chara06_神田ひより.csv	26
6	ABL	52	4	original-game/CSV/Chara06_神田ひより.csv	27
6	EXP	0	30	original-game/CSV/Chara06_神田ひより.csv	28
6	EXP	2	18	original-game/CSV/Chara06_神田ひより.csv	29
6	EXP	5	30	original-game/CSV/Chara06_神田ひより.csv	30
6	EXP	10	10	original-game/CSV/Chara06_神田ひより.csv	31
6	EXP	20	56	original-game/CSV/Chara06_神田ひより.csv	32
6	EXP	22	12	original-game/CSV/Chara06_神田ひより.csv	33
6	EXP	60	1	original-game/CSV/Chara06_神田ひより.csv	34
6	EXP	61	20	original-game/CSV/Chara06_神田ひより.csv	35
6	EXP	101	8	original-game/CSV/Chara06_神田ひより.csv	36
6	EXP	109	1	original-game/CSV/Chara06_神田ひより.csv	37
