path	area	encoding	lineCount	labelCount	callCount	inputCount	stateReadCount	stateWriteCount	coreStateReadCount	coreStateWriteCount	labels	topWrittenFamilies	topReadFamilies	topCoreWrittenFamilies	topCoreReadFamilies
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	utf-8-sig	1069	8	10	0	862	290	574	150	CHARADEAD_CHECK@4, SELF_CHECK@102, AFTERTRAIN_SEX_CHECK@161, AFTERTRAIN_ANALSEX_CHECK@279, AFTERTRAIN_LESBIANSEX_CHECK@390, AFTERTRAIN_MASTURBATION_CHECK@629, AFTERTRAIN_BEASTSEX_CHECK@786, AFTERTRAIN_TENTACLESEX_CHECK@925	B:44, ABL:39, N:34, S:34, JUEL:31, EXP:23, TALENT:21, A:19, CFLAG:11, RELATION:6	ABL:154, TALENT:113, N:87, B:83, S:68, ASSI:43, A:36, PALAMNAME:31, JUEL:31, EXP:27	ABL:39, JUEL:31, EXP:23, TALENT:21, CFLAG:11, RELATION:6, BASE:5, TFLAG:4, TIME:4, FLAG:3	ABL:154, TALENT:113, ASSI:43, PALAMNAME:31, JUEL:31, EXP:27, RELATION:24, PALAM:22, PALAMLV:22, EXPNAME:22
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	utf-8-sig	920	3	46	0	693	354	611	321	PRITRAIN_MESSAGE@4, PRITRAIN_MESSAGE_NOCLOTHES@416, PRITRAIN_MESSAGE_CLOTHED@466	CFLAG:308, LOCAL:18, FLAG:7, S:6, TALENT:5, RESULT:4, C:3, MARK:1, A:1, B:1	CFLAG:485, TALENT:52, LOCAL:40, RESULT:22, TARGET:15, CALLNAME:14, FLAG:11, ABL:10, C:8, MASTER:7	CFLAG:308, FLAG:7, TALENT:5, MARK:1	CFLAG:485, TALENT:52, TARGET:15, CALLNAME:14, FLAG:11, ABL:10, MASTER:7, NAME:6, ASSI:3, DAY:3
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	utf-8-sig	108	8	9	0	29	2	21	2	EVENTSHOP@16, KOJO_MESSAGE_COM@24, KOJO_MESSAGE_PALAMCNG@41, KOJO_MESSAGE_MARKCNG@58, SELF_KOJO@72, SINGLE_ENDING@84, KOJO_LESPLAY,ARG,ARG:1@96, KOJO_NTR_STAFF,ARG@102	FLAG:2	ARG:8, NO:7, FLAG:6, TARGET:5, TFLAG:3	FLAG:2	NO:7, FLAG:6, TARGET:5, TFLAG:3
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	utf-8-sig	282	1	7	0	234	52	232	52	EVENT_LESPLAY_NEW@4	JUEL:18, EXP:12, ABL:10, NO:7, TALENT:5	ABL:80, CALLNAME:30, TALENT:23, PALAMNAME:18, JUEL:18, NAME:15, NO:13, EXPNAME:12, EXP:12, RELATION:5	JUEL:18, EXP:12, ABL:10, NO:7, TALENT:5	ABL:80, CALLNAME:30, TALENT:23, PALAMNAME:18, JUEL:18, NAME:15, NO:13, EXPNAME:12, EXP:12, RELATION:5
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	utf-8-sig	287	2	0	0	360	73	180	71	MAEKOJO_LESPLAY,ARG,ARG:1@1, MAEKOJO_NTR_STAFF@207	NO:49, TALENT:20, LOCAL:2, CFLAG:2	LOCAL:121, COUNT:53, NO:52, CSTR:50, BASE:32, TALENT:25, CFLAG:11, CALLNAME:6, ARG:4, MASTER:4	NO:49, TALENT:20, CFLAG:2	NO:52, CSTR:50, BASE:32, TALENT:25, CFLAG:11, CALLNAME:6, MASTER:4
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	utf-8-sig	203	4	3	0	218	57	106	46	EVENT_MORNING_PICKUP@4, EVENT_MORNING_DECIDE@19, EVENT_MORNING_NORMAL@31, EVENT_MORNING_FELLATIO@87	TALENT:15, CFLAG:7, X:7, CSTR:7, NO:6, JUEL:5, EXP:3, Y:3, TIME:2, COUNT:1	COUNT:80, X:25, TALENT:21, CALLNAME:14, NO:12, CFLAG:11, MASTER:8, Y:7, CSTR:7, ABL:5	TALENT:15, CFLAG:7, CSTR:7, NO:6, JUEL:5, EXP:3, TIME:2, BASE:1	TALENT:21, CALLNAME:14, NO:12, CFLAG:11, MASTER:8, CSTR:7, ABL:5, JUEL:5, BASE:4, DAY:4
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	utf-8-sig	1166	14	32	2	1190	272	639	164	EVENT_NEXTDAY@4, EVENT_NEWDAY@135, RUNNING_COST@162, EVENT_MORASI@282, EVENT_YOUJI@291, EVENT_HIMAN@361, EVENT_YASERU@371, EVENT_JUNIORHIGHSCHOOL@381, EVENT_HIGHSCHOOL@449, EVENT_NOROI@514, SOMETIMES_SHE_COMES_BACK@590, ONESHO@619, NIGHT_STALKING_CHECK@661, MORNING_COWGIRL@904	TALENT:73, A:47, JUEL:22, S:17, CFLAG:13, F:13, EXP:11, FLAG:10, ABL:8, R:6	COUNT:219, TALENT:179, ABL:136, L:97, A:78, S:62, CALLNAME:34, CFLAG:31, C:29, EXP:27	TALENT:73, JUEL:22, CFLAG:13, EXP:11, FLAG:10, ABL:8, CSTR:6, TARGET:5, BASE:5, MARK:4	TALENT:179, ABL:136, CALLNAME:34, CFLAG:31, EXP:27, MASTER:26, FLAG:25, JUEL:23, DAY:22, TALENTNAME:22
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	utf-8-sig	100	1	6	0	86	48	66	43	EVENT_NEXTMONTH@10	DAY:29, FLAG:8, MONEY:5, G:2, E:2, M:1, TALENT:1	DAY:43, FLAG:14, G:10, E:6, MONEY:5, COUNT:3, TALENT:2, M:1, CHARANUM:1, BASE:1	DAY:29, FLAG:8, MONEY:5, TALENT:1	DAY:43, FLAG:14, MONEY:5, TALENT:2, CHARANUM:1, BASE:1
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	utf-8-sig	512	3	11	3	435	109	279	96	PARTICULAR_DATE@19, VALENTINE_DAY@37, SUMMER_VACATION1@279	JUEL:22, TALENT:21, CFLAG:18, EXP:15, RESULT:6, N:5, CSTR:5, DAY:4, TFLAG:4, NO:4	COUNT:120, CALLNAME:56, TALENT:54, MASTER:37, CFLAG:26, N:24, ABL:22, JUEL:22, EXP:17, RESULT:12	JUEL:22, TALENT:21, CFLAG:18, EXP:15, CSTR:5, DAY:4, TFLAG:4, NO:4, ABL:1, FLAG:1	CALLNAME:56, TALENT:54, MASTER:37, CFLAG:26, ABL:22, JUEL:22, EXP:17, TARGET:10, DAY:8, NO:5
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	utf-8-sig	1130	34	55	1	1233	365	682	269	IN_VAGINA_ALL@35, CONCEPTION_CHECK_ALL@54, GET_CHILD_ALL@73, IN_VAGINA_A_TO_M@83, IN_VAGINA_T_TO_M@97, IN_VAGINA_M_TO_T@106, IN_VAGINA_M_TO_A@119, IN_VAGINA_A_TO_T@134, IN_VAGINA_T_TO_A@148, IN_VAGINA_D_TO_T@162, IN_VAGINA_S_TO_T@176, IN_VAGINA_G_TO_T@190, IN_VAGINA_EXTRA@201, NAKADASHI_CHECK@213, CONCEPTION_CHECK_A_TO_M@316, CONCEPTION_CHECK_T_TO_M@330, CONCEPTION_CHECK_M_TO_T@344, CONCEPTION_CHECK_M_TO_A@360, CONCEPTION_CHECK_A_TO_T@376, CONCEPTION_CHECK_T_TO_A@393	TALENT:117, CFLAG:109, S:30, T:20, P:13, CSTR:12, I:9, F:7, MARK:7, C:5	T:197, TALENT:174, CFLAG:142, C:104, COUNT:102, TARGET:79, CALLNAME:64, F:43, MASTER:36, S:31	TALENT:117, CFLAG:109, CSTR:12, MARK:7, TARGET:5, MAXBASE:4, EXP:4, ASSI:3, FLAG:2, NO:2	TALENT:174, CFLAG:142, TARGET:79, CALLNAME:64, MASTER:36, ASSI:30, NAME:28, DAY:21, TALENTNAME:20, CSTR:16
original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB	イベント関係	utf-8-sig	228	1	0	0	348	108	347	108	EVENT_SELL_AFTER@4	TALENT:79, NO:29	TALENT:79, TARGET:70, NO:60, CALLNAME:44, CSTR:42, MASTER:34, CFLAG:18, RESULT:1	TALENT:79, NO:29	TALENT:79, TARGET:70, NO:60, CALLNAME:44, CSTR:42, MASTER:34, CFLAG:18
original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB	イベント関係	utf-8-sig	1601	1	8	1	1072	235	963	208	TRAIN_MESSAGE_A@14	SELECTCOM:75, TFLAG:44, TALENT:32, CFLAG:28, A:12, SAVESTR:10, TEQUIP:9, B:9, ABL:7, EXP:2	CALLNAME:169, TALENT:155, TFLAG:148, TARGET:123, SELECTCOM:75, A:73, ABL:64, TEQUIP:59, PLAYER:56, CFLAG:49	SELECTCOM:75, TFLAG:44, TALENT:32, CFLAG:28, SAVESTR:10, TEQUIP:9, ABL:7, EXP:2, ITEM:1	CALLNAME:169, TALENT:155, TFLAG:148, TARGET:123, SELECTCOM:75, ABL:64, TEQUIP:59, PLAYER:56, CFLAG:49, SAVESTR:22
original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB	イベント関係	utf-8-sig	3119	1	52	0	2282	550	2229	542	TRAIN_MESSAGE_B@11	SELECTCOM:118, PREVCOM:87, CFLAG:77, TFLAG:69, TALENT:55, SAVESTR:42, TEQUIP:35, ASSIPLAY:30, ABL:16, EXP:7	CALLNAME:323, TALENT:281, TARGET:208, CFLAG:183, TEQUIP:161, ABL:157, TFLAG:134, SELECTCOM:118, PLAYER:111, EXP:106	SELECTCOM:118, PREVCOM:87, CFLAG:77, TFLAG:69, TALENT:55, SAVESTR:42, TEQUIP:35, ASSIPLAY:30, ABL:16, EXP:7	CALLNAME:323, TALENT:281, TARGET:208, CFLAG:183, TEQUIP:161, ABL:157, TFLAG:134, SELECTCOM:118, PLAYER:111, EXP:106
original-game/ERB/イベント関係/EVENT_TURNEND.ERB	イベント関係	utf-8-sig	606	6	54	0	429	145	210	83	EVENTTURNEND@6, RESTTIME@280, RESTLIFE@394, PUBLIC_HAIR@420, AUTO_BUYING@469, AUTO_ITEMUSE@493	CFLAG:24, LOCAL:21, A:18, FLAG:15, COUNT:13, BASE:9, TALENT:8, MONEY:6, TIME:5, TARGET:4	COUNT:131, LOCAL:51, CFLAG:40, TALENT:29, FLAG:25, A:22, CHARANUM:21, BASE:16, MONEY:13, NAME:11	CFLAG:24, FLAG:15, BASE:9, TALENT:8, MONEY:6, TIME:5, TARGET:4, ITEM:3, DAY:2, NO:1	CFLAG:40, TALENT:29, FLAG:25, CHARANUM:21, BASE:16, MONEY:13, NAME:11, TARGET:10, MAXBASE:8, MASTER:6
original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB	イベント関係	utf-8-sig	501	3	6	0	422	83	285	78	WORK_MESSAGE_STRIP_01@7, WORK_MESSAGE_STRIP_02@192, WORK_MESSAGE_ORGY_01@233	TALENT:40, CFLAG:19, TFLAG:14, FLAG:5, F:3, E:2	COUNT:117, TALENT:81, CALLNAME:68, ASSI:47, CFLAG:20, FLAG:17, ABL:16, TFLAG:14, CSTR:13, RESULT:12	TALENT:40, CFLAG:19, TFLAG:14, FLAG:5	TALENT:81, CALLNAME:68, ASSI:47, CFLAG:20, FLAG:17, ABL:16, TFLAG:14, CSTR:13, TARGET:6, CHARANUM:3
original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB	イベント関係	utf-8-sig	1184	1	4	0	1233	471	1226	468	CHECK_SPECIALSKIL@6	TALENT:378, FLAG:42, CFLAG:14, ABL:10, JUEL:8, MARK:5, RELATION:5, D:3, BASE:2, NO:2	TALENT:470, TALENTNAME:259, ABL:73, TARGET:62, CSTR:62, FLAG:59, CALLNAME:51, MASTER:49, EXP:47, CFLAG:27	TALENT:378, FLAG:42, CFLAG:14, ABL:10, JUEL:8, MARK:5, RELATION:5, BASE:2, NO:2, TFLAG:1	TALENT:470, TALENTNAME:259, ABL:73, TARGET:62, CSTR:62, FLAG:59, CALLNAME:51, MASTER:49, EXP:47, CFLAG:27
original-game/ERB/イベント関係/GETTALENT_GAL.ERB	イベント関係	utf-8-sig	30	1	0	0	42	5	21	4	GETTALENT_GAL@4	TALENT:4, LOCAL:1	LOCAL:21, TALENT:5, NO:5, CHARANUM:2, NAME:2, CALLNAME:2, TALENTNAME:2, FLAG:1, MASTER:1, RELATION:1	TALENT:4	TALENT:5, NO:5, CHARANUM:2, NAME:2, CALLNAME:2, TALENTNAME:2, FLAG:1, MASTER:1, RELATION:1
original-game/ERB/イベント関係/NTR関係/BADBOY_RAPE.ERB	イベント関係	utf-8-sig	230	2	1	0	102	45	99	45	BADBOY_RAPE_CALC@4, BADBOY_RAPE,@119	CFLAG:22, EXP:8, FLAG:5, BASE:4, TALENT:3, CSTR:3	TALENT:30, CFLAG:24, CALLNAME:14, EXP:8, BASE:7, DAY:6, FLAG:5, CSTR:3, ARG:2, CHARANUM:1	CFLAG:22, EXP:8, FLAG:5, BASE:4, TALENT:3, CSTR:3	TALENT:30, CFLAG:24, CALLNAME:14, EXP:8, BASE:7, DAY:6, FLAG:5, CSTR:3, CHARANUM:1, ABL:1
original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB	イベント関係	utf-8-sig	602	7	7	0	510	243	269	140	PRINT_BOYFRIEND@10, EVENT_BOYFRIEND@34, EVENT_BOYFRIEND2@93, CALC_BFSEX@180, BF_COMMONEV_0@293, CALC_BFSEX2@422, BF_COMMONEV_1@490	CFLAG:73, LOCAL:66, TALENT:42, J:18, TCVAR:13, CSTR:9, BASE:4, ABL:4, COUNT:4, EXP:3	LOCAL:127, CFLAG:82, COUNT:63, TALENT:52, CSTR:27, TCVAR:26, ABL:26, J:23, DAY:17, CALLNAME:16	CFLAG:73, TALENT:42, CSTR:9, BASE:4, ABL:4, EXP:3, FLAG:2, NO:2, TARGET:1	CFLAG:82, TALENT:52, CSTR:27, ABL:26, DAY:17, CALLNAME:16, BASE:12, TARGET:11, MASTER:5, CHARANUM:5
original-game/ERB/イベント関係/NTR関係/BOYFRIEND_LOOKSCHANGE.ERB	イベント関係	utf-8-sig	242	3	19	0	193	116	151	109	EVENT_LOOKSCHANGE@4, EVENT_LOOKSCHANGE_DETAIL@34, PARSONAL_CHANGE@76	CFLAG:35, TALENT:28, EXP:24, CSTR:19, LOCAL:4, TCVAR:2, COUNT:1, TARGET:1, ABL:1, BASE:1	CFLAG:59, TALENT:29, EXP:28, CSTR:21, LOCAL:15, TCVAR:10, COUNT:10, RESULT:7, TARGET:3, CALLNAME:2	CFLAG:35, TALENT:28, EXP:24, CSTR:19, TARGET:1, ABL:1, BASE:1	CFLAG:59, TALENT:29, EXP:28, CSTR:21, TARGET:3, CALLNAME:2, EXPNAME:2, ABL:2, CHARANUM:1, FLAG:1
original-game/ERB/イベント関係/NTR関係/BOYFRIENDNAME_CALC.ERB	イベント関係	utf-8-sig	378	3	2	0	351	172	172	172	DECIDE_BOYFRIEND,@3, DECIDE_SEXFRIEND,@6, DECIDE_BOY_NAME,@14	CSTR:172	ARG:179, CSTR:172	CSTR:172	CSTR:172
original-game/ERB/イベント関係/NTR関係/BOYFRIENDNAME_CALC2.ERB	イベント関係	utf-8-sig	552	2	0	0	792	529	529	528	DECIDE_BOYFRIEND2@4, DECIDE_SEXFRIEND2@356	CFLAG:266, CSTR:262, LOCAL:1	CFLAG:266, LOCAL:263, CSTR:262, TARGET:1	CFLAG:266, CSTR:262	CFLAG:266, CSTR:262, TARGET:1
original-game/ERB/イベント関係/NTR関係/COMPA.ERB	イベント関係	utf-8-sig	104	3	2	0	69	32	28	21	COMPA_START@4, COMPA_MAIN@17, COMPA_TAKEOUT@101	CFLAG:16, P:7, TALENT:2, X:2, FLAG:2, COUNT:1, Y:1, TARGET:1	COUNT:27, CFLAG:17, P:7, X:4, Y:3, CALLNAME:3, TALENT:2, FLAG:2, CHARANUM:1, BASE:1	CFLAG:16, TALENT:2, FLAG:2, TARGET:1	CFLAG:17, CALLNAME:3, TALENT:2, FLAG:2, CHARANUM:1, BASE:1, NAME:1, TARGET:1
original-game/ERB/イベント関係/NTR関係/MOLESTER.ERB	イベント関係	utf-8-sig	133	1	1	0	151	90	65	61	EVENT_MOLESTER@4	TALENT:33, LOCAL:28, CFLAG:19, NO:5, FLAG:4, COUNT:1	COUNT:57, TALENT:33, LOCAL:29, CFLAG:20, NO:5, FLAG:4, MASTER:2, CHARANUM:1	TALENT:33, CFLAG:19, NO:5, FLAG:4	TALENT:33, CFLAG:20, NO:5, FLAG:4, MASTER:2, CHARANUM:1
original-game/ERB/イベント関係/NTR関係/MOLESTER_DETAIL.ERB	イベント関係	utf-8-sig	254	1	1	0	262	90	140	73	MOLESTER_BRUNCH@4	EXP:22, TALENT:18, JUEL:18, LOCAL:17, TFLAG:6, BASE:6, TARGET:1, CFLAG:1, CSTR:1	COUNT:104, EXP:24, TALENT:23, CALLNAME:22, LOCAL:18, PALAMNAME:18, JUEL:18, EXPNAME:12, ABL:8, TFLAG:6	EXP:22, TALENT:18, JUEL:18, TFLAG:6, BASE:6, TARGET:1, CFLAG:1, CSTR:1	EXP:24, TALENT:23, CALLNAME:22, PALAMNAME:18, JUEL:18, EXPNAME:12, ABL:8, TFLAG:6, BASE:6, TARGET:1
original-game/ERB/イベント関係/NTR関係/NTR_STAFF.ERB	イベント関係	utf-8-sig	458	8	9	0	247	100	191	100	NTR_STAFF_BEGIN@4, BASE_NTR_STAFF@134, EXP_NTR_STAFF,@155, FIRSTKISS_NTR_STAFF,@183, LOSTVIRGIN_NTR_STAFF,@203, CHANGECLOTH_NTR_STAFF,@261, SEX_NTR_STAFF,@323, NTR_STAFF_LAST,@383	CFLAG:40, EXP:16, CSTR:14, TALENT:12, JUEL:9, ABL:4, BASE:3, NO:2	CFLAG:51, COUNT:44, TALENT:43, CSTR:31, EXP:16, ARG:12, JUEL:11, CALLNAME:11, ABL:6, DAY:5	CFLAG:40, EXP:16, CSTR:14, TALENT:12, JUEL:9, ABL:4, BASE:3, NO:2	CFLAG:51, TALENT:43, CSTR:31, EXP:16, JUEL:11, CALLNAME:11, ABL:6, DAY:5, BASE:5, MASTER:3
original-game/ERB/イベント関係/OPENING.ERB	イベント関係	utf-8-sig	114	2	0	0	4	0	4	0	OPENING@4, SIMPLE_OPENING@106		CALLNAME:2, MASTER:2		CALLNAME:2, MASTER:2
original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB	イベント関係	utf-8-sig	243	1	0	0	216	190	188	169	SUCCUBUS_STATUS_ACH@4	TALENT:96, CSTR:39, COUNT:21, CFLAG:12, ABL:5, MARK:4, MAXBASE:4, BASE:3, EXP:2, JUEL:1	TALENT:102, CSTR:39, COUNT:26, CFLAG:12, TARGET:9, MAXBASE:7, ABL:5, MARK:4, BASE:3, EXP:2	TALENT:96, CSTR:39, CFLAG:12, ABL:5, MARK:4, MAXBASE:4, BASE:3, EXP:2, JUEL:1, PALAM:1	TALENT:102, CSTR:39, CFLAG:12, TARGET:9, MAXBASE:7, ABL:5, MARK:4, BASE:3, EXP:2, JUEL:1
original-game/ERB/イベント関係/職業素質系/C_CLUB.ERB	イベント関係	utf-8-sig	176	5	13	1	127	28	89	21	C_CLUB_EVENT@4, START_C_CLUBEVENT@15, EVENT_C_CLUBHALL@41, EVENT_ADD_C_GIRL@96, EVENT_C_CLUBAFTER@141	EXP:10, CFLAG:6, TALENT:4, LOCAL:4, RESULT:2, COUNT:1, GLOBAL:1	COUNT:31, MASTER:27, CALLNAME:15, CSTR:13, EXP:11, CFLAG:7, TALENT:6, LOCAL:4, MONEY:3, RESULT:3	EXP:10, CFLAG:6, TALENT:4, GLOBAL:1	MASTER:27, CALLNAME:15, CSTR:13, EXP:11, CFLAG:7, TALENT:6, MONEY:3, ABL:3, NAME:2, CHARANUM:1
original-game/ERB/イベント関係/職業素質系/C_CLUB_GIRLNAME.ERB	イベント関係	utf-8-sig	120	2	0	0	158	98	106	53	C_CLUBGIRL_NAMEDECIDE@4, C_CLUBGIRL_STATUS@105	LOCAL:44, CSTR:44, CFLAG:5, COUNT:1, NO:1, NAME:1, CALLNAME:1, BASE:1	MASTER:49, CSTR:47, LOCAL:44, COUNT:8, CFLAG:5, CHARANUM:1, NO:1, NAME:1, CALLNAME:1, BASE:1	CSTR:44, CFLAG:5, NO:1, NAME:1, CALLNAME:1, BASE:1	MASTER:49, CSTR:47, CFLAG:5, CHARANUM:1, NO:1, NAME:1, CALLNAME:1, BASE:1
original-game/ERB/イベント関係/職業素質系/IDOL.ERB	イベント関係	utf-8-sig	73	4	12	0	27	13	15	12	IDOL_EVENT@4, START_IDOLEVENT@15, EVENT_IDOLGRAVURE@42, EVENT_IDOLCONCERT@61	EXP:6, TARGET:2, TFLAG:2, COUNT:1, TALENT:1, FLAG:1	COUNT:12, EXP:6, NAME:2, TARGET:2, TFLAG:2, CHARANUM:1, TALENT:1, FLAG:1	EXP:6, TARGET:2, TFLAG:2, TALENT:1, FLAG:1	EXP:6, NAME:2, TARGET:2, TFLAG:2, CHARANUM:1, TALENT:1, FLAG:1
