path	area	line	sourceLabel	kind	target	dynamic
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	212	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_CRAZY	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	214	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_MISANTHROPIST	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	216	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_RESISTER	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	218	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_DEPRESSION	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	220	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_ATHYMIA	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	222	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_FALL_INTO_DISFAVOR	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	226	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_MISANTHROPIST	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	228	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_RESISTER	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	230	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_DEPRESSION	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	232	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_ATHYMIA	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	234	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_FALL_INTO_DISFAVOR	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	238	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_RESISTER	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	240	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_DEPRESSION	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	242	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_ATHYMIA	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	244	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_FALL_INTO_DISFAVOR	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	248	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_DEPRESSION	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	250	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_ATHYMIA	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	252	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_FALL_INTO_DISFAVOR	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	256	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_ATHYMIA	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	258	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_FALL_INTO_DISFAVOR	False
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	71	CHARADEAD_CHECK	CALL	SELF_KOJO	False
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	129	SELF_CHECK	CALL	AFTERTRAIN_TENTACLESEX_CHECK	False
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	136	SELF_CHECK	CALL	AFTERTRAIN_ANALSEX_CHECK	False
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	139	SELF_CHECK	CALL	AFTERTRAIN_SEX_CHECK	False
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	146	SELF_CHECK	CALL	AFTERTRAIN_LESBIANSEX_CHECK	False
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	151	SELF_CHECK	CALL	AFTERTRAIN_MASTURBATION_CHECK	False
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	154	SELF_CHECK	CALL	AFTERTRAIN_BEASTSEX_CHECK	False
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	250	AFTERTRAIN_SEX_CHECK	CALL	SELF_KOJO	False
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	522	AFTERTRAIN_LESBIANSEX_CHECK	CALL	SELF_KOJO	False
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	752	AFTERTRAIN_MASTURBATION_CHECK	CALL	SELF_KOJO	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	58	PRITRAIN_MESSAGE	CALL	PRITRAIN_MESSAGE_CLOTHED	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	60	PRITRAIN_MESSAGE	CALL	PRITRAIN_MESSAGE_NOCLOTHES	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	112	PRITRAIN_MESSAGE	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	124	PRITRAIN_MESSAGE	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	148	PRITRAIN_MESSAGE	CALL	PRINT_SHOESTYPE_MAIN2	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	168	PRITRAIN_MESSAGE	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	180	PRITRAIN_MESSAGE	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	204	PRITRAIN_MESSAGE	CALL	PRINT_SHOESTYPE_MAIN2	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	218	PRITRAIN_MESSAGE	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	230	PRITRAIN_MESSAGE	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	254	PRITRAIN_MESSAGE	CALL	PRINT_SHOESTYPE_MAIN2	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	280	PRITRAIN_MESSAGE	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	292	PRITRAIN_MESSAGE	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	320	PRITRAIN_MESSAGE	CALL	WEARING_CLOTH_ALL	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	353	PRITRAIN_MESSAGE	CALL	PENISFORM	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	368	PRITRAIN_MESSAGE	CALL	PENISFORM	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	381	PRITRAIN_MESSAGE	CALL	PENISFORM	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	468	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	480	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	499	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	511	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	530	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	542	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	562	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	574	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	593	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	605	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	626	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	638	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	658	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	670	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	689	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	701	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	721	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	733	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	753	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	765	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	785	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	797	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	818	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	830	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	849	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	861	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	879	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_CLOTHTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	891	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE	False
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	911	PRITRAIN_MESSAGE_CLOTHED	CALL	PRINT_SHOESTYPE_MAIN2	False
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	34	KOJO_MESSAGE_COM	TRYCALLFORM	KOJO_MESSAGE_COM_{NO:TARGET}	True
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	51	KOJO_MESSAGE_PALAMCNG	TRYCALLFORM	KOJO_MESSAGE_PALAMCNG_{NO:TARGET}	True
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	66	KOJO_MESSAGE_MARKCNG	TRYCALLFORM	KOJO_MESSAGE_MARKCNG_{NO:TARGET}	True
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	78	SELF_KOJO	TRYCALLFORM	SELF_KOJO_K{NO:TARGET}	True
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	88	SINGLE_ENDING	TRYCALLFORM	SINGLE_ENDING_K{NO:TARGET}	True
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	97	KOJO_LESPLAY,ARG,ARG:1	TRYCCALLFORM	KOJO_LESPLAY_{NO:ARG}	True
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	99	KOJO_LESPLAY,ARG,ARG:1	CALL	MAEKOJO_LESPLAY	False
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	103	KOJO_NTR_STAFF,ARG	TRYCCALLFORM	KOJO_NTR_STAFF_{NO:ARG}	True
