labelId	label	rawLabel	scope	kind	path	area	line	encoding	incomingStaticCalls	outgoingCalls	entryKind
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:38:TIPS_BEAUTYPOINT	TIPS_BEAUTYPOINT	TIPS_BEAUTYPOINT		global	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	38	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:51:TIPS_DOWNBEAUTY	TIPS_DOWNBEAUTY	TIPS_DOWNBEAUTY		global	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	51	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:73:TIPS_BEAUTY_RECOVER	TIPS_BEAUTY_RECOVER	TIPS_BEAUTY_RECOVER		global	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	73	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:90:TIPS_BEAUTYSENSE	TIPS_BEAUTYSENSE	TIPS_BEAUTYSENSE		global	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	90	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:104:TIPS_MAXBEAUTY	TIPS_MAXBEAUTY	TIPS_MAXBEAUTY		global	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	104	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	TIPS_CHARACLEAR		global	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	4	utf-8-sig	9	10	
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:18:TIPS_CHARACLEAR$INPUT_LOOP	INPUT_LOOP	$INPUT_LOOP	TIPS_CHARACLEAR	local	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	18	utf-8-sig	1	0	local
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:47:TIPS_RETIRE	TIPS_RETIRE	TIPS_RETIRE		global	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	47	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:73:TIPS_ASSI	TIPS_ASSI	TIPS_ASSI		global	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	73	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:90:TIPS_LOVE	TIPS_LOVE	TIPS_LOVE		global	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	90	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:110:TIPS_LEWDNESS	TIPS_LEWDNESS	TIPS_LEWDNESS		global	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	110	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:128:TIPS_TRUELOVE	TIPS_TRUELOVE	TIPS_TRUELOVE		global	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	128	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:144:TIPS_PEERLESS	TIPS_PEERLESS	TIPS_PEERLESS		global	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	144	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:160:TIPS_SEXFRIEND	TIPS_SEXFRIEND	TIPS_SEXFRIEND		global	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	160	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:176:TIPS_OVERLAP	TIPS_OVERLAP	TIPS_OVERLAP		global	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	176	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT	TIPS_TALENT		global	original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	4	utf-8-sig	5	6	
original-game/ERB/TIPS関係/TIPS_TALENT.ERB:14:TIPS_TALENT$INPUT_LOOP	INPUT_LOOP	$INPUT_LOOP	TIPS_TALENT	local	original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	14	utf-8-sig	1	0	local
original-game/ERB/TIPS関係/TIPS_TALENT.ERB:35:TIPS_TALENT_CVAB	TIPS_TALENT_CVAB	TIPS_TALENT_CVAB		global	original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	35	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_TALENT.ERB:60:TIPS_TALENT_CVAB_END	TIPS_TALENT_CVAB_END	TIPS_TALENT_CVAB_END		global	original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	60	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_TALENT.ERB:80:TIPS_TALENT_SM	TIPS_TALENT_SM	TIPS_TALENT_SM		global	original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	80	utf-8-sig	1	1	
original-game/ERB/TIPS関係/TIPS_TALENT.ERB:98:TIPS_TALENT_OTHERS	TIPS_TALENT_OTHERS	TIPS_TALENT_OTHERS		global	original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	98	utf-8-sig	1	1	
original-game/ERB/イベント関係/ADD_ANGEL.ERB:4:ADD_ANGEL	ADD_ANGEL	ADD_ANGEL		global	original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	4	utf-8-sig	1	0	
original-game/ERB/イベント関係/ADD_ANGEL.ERB:127:ADD_ANGEL_ASSI	ADD_ANGEL_ASSI	ADD_ANGEL_ASSI		global	original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	127	utf-8-sig	0	0	unreferenced-global
original-game/ERB/イベント関係/ADD_CATASTROPH.ERB:4:ADD_CATASTROPH	ADD_CATASTROPH	ADD_CATASTROPH		global	original-game/ERB/イベント関係/ADD_CATASTROPH.ERB	イベント関係	4	utf-8-sig	1	0	
original-game/ERB/イベント関係/ADD_CATASTROPH.ERB:31:ADD_CATASTROPH_LABO	ADD_CATASTROPH_LABO	ADD_CATASTROPH_LABO		global	original-game/ERB/イベント関係/ADD_CATASTROPH.ERB	イベント関係	31	utf-8-sig	4	0	
original-game/ERB/イベント関係/ADD_CATASTROPH.ERB:58:ADD_CATASTROPH_ASSI	ADD_CATASTROPH_ASSI	ADD_CATASTROPH_ASSI		global	original-game/ERB/イベント関係/ADD_CATASTROPH.ERB	イベント関係	58	utf-8-sig	0	0	unreferenced-global
original-game/ERB/イベント関係/BLACKGIRL.ERB:4:BLACKGIRL_EVENT	BLACKGIRL_EVENT	BLACKGIRL_EVENT		global	original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	4	utf-8-sig	1	1	
original-game/ERB/イベント関係/BLACKGIRL.ERB:20:START_BGEVENT	START_BGEVENT	START_BGEVENT		global	original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	20	utf-8-sig	1	9	
original-game/ERB/イベント関係/BLACKGIRL.ERB:46:EVENT_BGTATTO	EVENT_BGTATTO	EVENT_BGTATTO		global	original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	46	utf-8-sig	1	0	
original-game/ERB/イベント関係/BLACKGIRL.ERB:153:EVENT_BGSEX	EVENT_BGSEX	EVENT_BGSEX		global	original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	153	utf-8-sig	3	1	
original-game/ERB/イベント関係/BLACKGIRL.ERB:448:EVENT_BGGUIDANCE	EVENT_BGGUIDANCE	EVENT_BGGUIDANCE		global	original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	448	utf-8-sig	2	1	
original-game/ERB/イベント関係/BLACKGIRL.ERB:474:SUNBURN_AFTER	SUNBURN_AFTER	SUNBURN_AFTER		global	original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	474	utf-8-sig	1	0	
original-game/ERB/イベント関係/CALC_COOKING.ERB:4:START_COOCKING	START_COOCKING	START_COOCKING		global	original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	4	utf-8-sig	1	1	
original-game/ERB/イベント関係/CALC_COOKING.ERB:17:COOKING_DETAIL	COOKING_DETAIL	COOKING_DETAIL		global	original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	17	utf-8-sig	1	0	
original-game/ERB/イベント関係/EGG_ITEM.ERB:1:EGG_ITEM	EGG_ITEM	EGG_ITEM		global	original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	1	utf-8-sig	1	16	
original-game/ERB/イベント関係/EGG_ITEM.ERB:120:EGG_ITEM_USE	EGG_ITEM_USE	EGG_ITEM_USE		global	original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	120	utf-8-sig	16	0	
original-game/ERB/イベント関係/ENDING.ERB:7:ENDING_CHECK	ENDING_CHECK	ENDING_CHECK		global	original-game/ERB/イベント関係/ENDING.ERB	イベント関係	7	utf-8-sig	5	2	
original-game/ERB/イベント関係/ENDING.ERB:47:ENDING_CHECK_2	ENDING_CHECK_2	ENDING_CHECK_2		global	original-game/ERB/イベント関係/ENDING.ERB	イベント関係	47	utf-8-sig	2	2	
original-game/ERB/イベント関係/ENDING.ERB:68:BAD_END	BAD_END	BAD_END		global	original-game/ERB/イベント関係/ENDING.ERB	イベント関係	68	utf-8-sig	1	0	
original-game/ERB/イベント関係/ENDING.ERB:89:BAD_END_2	BAD_END_2	BAD_END_2		global	original-game/ERB/イベント関係/ENDING.ERB	イベント関係	89	utf-8-sig	1	0	
original-game/ERB/イベント関係/ENDING.ERB:110:NORMAL_END_01	NORMAL_END_01	NORMAL_END_01		global	original-game/ERB/イベント関係/ENDING.ERB	イベント関係	110	utf-8-sig	1	1	
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:7:APHRODISIAC_ADDICT	APHRODISIAC_ADDICT	APHRODISIAC_ADDICT		global	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	7	utf-8-sig	1	1	
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:68:PRECIPITATE_WITHDRAWAL	PRECIPITATE_WITHDRAWAL	PRECIPITATE_WITHDRAWAL		global	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	68	utf-8-sig	1	2	
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:80:PRECIPITATE_WITHDRAWAL$INPUT_LOOP_01	INPUT_LOOP_01	$INPUT_LOOP_01	PRECIPITATE_WITHDRAWAL	local	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	80	utf-8-sig	1	0	local
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:191:SUFFER_FROM_WITHDRAWAL	SUFFER_FROM_WITHDRAWAL	SUFFER_FROM_WITHDRAWAL		global	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	191	utf-8-sig	1	27	
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:268:PRECIPITATE_WITHDRAWAL_FALL_INTO_DISFAVOR	PRECIPITATE_WITHDRAWAL_FALL_INTO_DISFAVOR	PRECIPITATE_WITHDRAWAL_FALL_INTO_DISFAVOR		global	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	268	utf-8-sig	6	0	
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:274:PRECIPITATE_WITHDRAWAL_BE_A_ATHYMIA	PRECIPITATE_WITHDRAWAL_BE_A_ATHYMIA	PRECIPITATE_WITHDRAWAL_BE_A_ATHYMIA		global	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	274	utf-8-sig	6	0	
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:280:PRECIPITATE_WITHDRAWAL_BE_A_DEPRESSION	PRECIPITATE_WITHDRAWAL_BE_A_DEPRESSION	PRECIPITATE_WITHDRAWAL_BE_A_DEPRESSION		global	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	280	utf-8-sig	5	0	
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:286:PRECIPITATE_WITHDRAWAL_BE_A_RESISTER	PRECIPITATE_WITHDRAWAL_BE_A_RESISTER	PRECIPITATE_WITHDRAWAL_BE_A_RESISTER		global	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	286	utf-8-sig	4	0	
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:292:PRECIPITATE_WITHDRAWAL_BE_A_MISANTHROPIST	PRECIPITATE_WITHDRAWAL_BE_A_MISANTHROPIST	PRECIPITATE_WITHDRAWAL_BE_A_MISANTHROPIST		global	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	292	utf-8-sig	3	0	
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:305:PRECIPITATE_WITHDRAWAL_BE_A_CRAZY	PRECIPITATE_WITHDRAWAL_BE_A_CRAZY	PRECIPITATE_WITHDRAWAL_BE_A_CRAZY		global	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	305	utf-8-sig	2	0	
original-game/ERB/イベント関係/EVENT_ADDICT.ERB:311:PRECIPITATE_WITHDRAWAL_BE_A_WRECK	PRECIPITATE_WITHDRAWAL_BE_A_WRECK	PRECIPITATE_WITHDRAWAL_BE_A_WRECK		global	original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	311	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:4:CHARADEAD_CHECK	CHARADEAD_CHECK	CHARADEAD_CHECK		global	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	4	utf-8-sig	9	1	
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:102:SELF_CHECK	SELF_CHECK	SELF_CHECK		global	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	102	utf-8-sig	1	6	
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:161:AFTERTRAIN_SEX_CHECK	AFTERTRAIN_SEX_CHECK	AFTERTRAIN_SEX_CHECK		global	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	161	utf-8-sig	1	1	
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:279:AFTERTRAIN_ANALSEX_CHECK	AFTERTRAIN_ANALSEX_CHECK	AFTERTRAIN_ANALSEX_CHECK		global	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	279	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:390:AFTERTRAIN_LESBIANSEX_CHECK	AFTERTRAIN_LESBIANSEX_CHECK	AFTERTRAIN_LESBIANSEX_CHECK		global	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	390	utf-8-sig	1	1	
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:629:AFTERTRAIN_MASTURBATION_CHECK	AFTERTRAIN_MASTURBATION_CHECK	AFTERTRAIN_MASTURBATION_CHECK		global	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	629	utf-8-sig	1	1	
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:786:AFTERTRAIN_BEASTSEX_CHECK	AFTERTRAIN_BEASTSEX_CHECK	AFTERTRAIN_BEASTSEX_CHECK		global	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	786	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:925:AFTERTRAIN_TENTACLESEX_CHECK	AFTERTRAIN_TENTACLESEX_CHECK	AFTERTRAIN_TENTACLESEX_CHECK		global	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	925	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:4:PRITRAIN_MESSAGE	PRITRAIN_MESSAGE	PRITRAIN_MESSAGE		global	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	4	utf-8-sig	1	17	
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:416:PRITRAIN_MESSAGE_NOCLOTHES	PRITRAIN_MESSAGE_NOCLOTHES	PRITRAIN_MESSAGE_NOCLOTHES		global	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	416	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:466:PRITRAIN_MESSAGE_CLOTHED	PRITRAIN_MESSAGE_CLOTHED	PRITRAIN_MESSAGE_CLOTHED		global	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	466	utf-8-sig	1	29	
original-game/ERB/イベント関係/EVENT_K.ERB:16:EVENTSHOP	EVENTSHOP	EVENTSHOP		global	original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	16	utf-8-sig	3	0	engine-entry
original-game/ERB/イベント関係/EVENT_K.ERB:24:KOJO_MESSAGE_COM	KOJO_MESSAGE_COM	KOJO_MESSAGE_COM		global	original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	24	utf-8-sig	1	1	
original-game/ERB/イベント関係/EVENT_K.ERB:41:KOJO_MESSAGE_PALAMCNG	KOJO_MESSAGE_PALAMCNG	KOJO_MESSAGE_PALAMCNG		global	original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	41	utf-8-sig	1	1	
original-game/ERB/イベント関係/EVENT_K.ERB:58:KOJO_MESSAGE_MARKCNG	KOJO_MESSAGE_MARKCNG	KOJO_MESSAGE_MARKCNG		global	original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	58	utf-8-sig	2	1	
original-game/ERB/イベント関係/EVENT_K.ERB:72:SELF_KOJO	SELF_KOJO	SELF_KOJO		global	original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	72	utf-8-sig	26	1	
original-game/ERB/イベント関係/EVENT_K.ERB:84:SINGLE_ENDING	SINGLE_ENDING	SINGLE_ENDING		global	original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	84	utf-8-sig	0	1	unreferenced-global
original-game/ERB/イベント関係/EVENT_K.ERB:96:KOJO_LESPLAY	KOJO_LESPLAY	KOJO_LESPLAY,ARG,ARG:1		global	original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	96	utf-8-sig	1	2	
original-game/ERB/イベント関係/EVENT_K.ERB:102:KOJO_NTR_STAFF	KOJO_NTR_STAFF	KOJO_NTR_STAFF,ARG		global	original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	102	utf-8-sig	1	2	
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB:4:EVENT_LESPLAY_NEW	EVENT_LESPLAY_NEW	EVENT_LESPLAY_NEW		global	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	4	utf-8-sig	1	7	
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB:1:MAEKOJO_LESPLAY	MAEKOJO_LESPLAY	MAEKOJO_LESPLAY,ARG,ARG:1		global	original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	1	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB:207:MAEKOJO_NTR_STAFF	MAEKOJO_NTR_STAFF	MAEKOJO_NTR_STAFF		global	original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	207	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_MORNING.ERB:4:EVENT_MORNING_PICKUP	EVENT_MORNING_PICKUP	EVENT_MORNING_PICKUP		global	original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	4	utf-8-sig	1	1	
original-game/ERB/イベント関係/EVENT_MORNING.ERB:19:EVENT_MORNING_DECIDE	EVENT_MORNING_DECIDE	EVENT_MORNING_DECIDE		global	original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	19	utf-8-sig	1	2	
original-game/ERB/イベント関係/EVENT_MORNING.ERB:31:EVENT_MORNING_NORMAL	EVENT_MORNING_NORMAL	EVENT_MORNING_NORMAL		global	original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	31	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_MORNING.ERB:87:EVENT_MORNING_FELLATIO	EVENT_MORNING_FELLATIO	EVENT_MORNING_FELLATIO		global	original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	87	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:4:EVENT_NEXTDAY	EVENT_NEXTDAY	EVENT_NEXTDAY		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	4	utf-8-sig	1	19	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:135:EVENT_NEWDAY	EVENT_NEWDAY	EVENT_NEWDAY		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	135	utf-8-sig	1	5	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:162:RUNNING_COST	RUNNING_COST	RUNNING_COST		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	162	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:282:EVENT_MORASI	EVENT_MORASI	EVENT_MORASI		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	282	utf-8-sig	2	0	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:291:EVENT_YOUJI	EVENT_YOUJI	EVENT_YOUJI		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	291	utf-8-sig	2	0	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:361:EVENT_HIMAN	EVENT_HIMAN	EVENT_HIMAN		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	361	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:371:EVENT_YASERU	EVENT_YASERU	EVENT_YASERU		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	371	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:381:EVENT_JUNIORHIGHSCHOOL	EVENT_JUNIORHIGHSCHOOL	EVENT_JUNIORHIGHSCHOOL		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	381	utf-8-sig	0	2	unreferenced-global
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:388:EVENT_JUNIORHIGHSCHOOL$INPUT_LOOP_0	INPUT_LOOP_0	$INPUT_LOOP_0	EVENT_JUNIORHIGHSCHOOL	local	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	388	utf-8-sig	1	0	local
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:449:EVENT_HIGHSCHOOL	EVENT_HIGHSCHOOL	EVENT_HIGHSCHOOL		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	449	utf-8-sig	0	2	unreferenced-global
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:456:EVENT_HIGHSCHOOL$INPUT_LOOP_00	INPUT_LOOP_00	$INPUT_LOOP_00	EVENT_HIGHSCHOOL	local	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	456	utf-8-sig	1	0	local
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:514:EVENT_NOROI	EVENT_NOROI	EVENT_NOROI		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	514	utf-8-sig	1	0	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:590:SOMETIMES_SHE_COMES_BACK	SOMETIMES_SHE_COMES_BACK	SOMETIMES_SHE_COMES_BACK		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	590	utf-8-sig	0	0	unreferenced-global
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:619:ONESHO	ONESHO	ONESHO		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	619	utf-8-sig	1	2	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:661:NIGHT_STALKING_CHECK	NIGHT_STALKING_CHECK	NIGHT_STALKING_CHECK		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	661	utf-8-sig	1	1	
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:904:MORNING_COWGIRL	MORNING_COWGIRL	MORNING_COWGIRL		global	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	904	utf-8-sig	1	1	
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB:10:EVENT_NEXTMONTH	EVENT_NEXTMONTH	EVENT_NEXTMONTH		global	original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	10	utf-8-sig	1	6	
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB:19:PARTICULAR_DATE	PARTICULAR_DATE	PARTICULAR_DATE		global	original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	19	utf-8-sig	1	2	
