path	area	line	sourceLabelId	sourceLabel	kind	targetRaw	targetLabel	resolution	resolvedTargetIds	resolvedTargets	dynamicPattern	dynamicCandidateCount	text
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	44	original-game/ERB/TIPS関係/TIPS.ERB:4:TIPS_MAIN	TIPS_MAIN	GOTO	INPUT_LOOP	INPUT_LOOP	resolved-local	original-game/ERB/TIPS関係/TIPS.ERB:20:TIPS_MAIN$INPUT_LOOP	INPUT_LOOP@original-game/ERB/TIPS関係/TIPS.ERB:20		0	GOTO INPUT_LOOP
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	79	original-game/ERB/TIPS関係/TIPS.ERB:50:TIPS_MISSION	TIPS_MISSION	CALL	TIPS_MAIN	TIPS_MAIN	resolved	original-game/ERB/TIPS関係/TIPS.ERB:4:TIPS_MAIN	TIPS_MAIN@original-game/ERB/TIPS関係/TIPS.ERB:4		0	CALL TIPS_MAIN
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	173	original-game/ERB/TIPS関係/TIPS.ERB:84:TIPS_ACHIEVEMENT	TIPS_ACHIEVEMENT	CALL	TIPS_MAIN	TIPS_MAIN	resolved	original-game/ERB/TIPS関係/TIPS.ERB:4:TIPS_MAIN	TIPS_MAIN@original-game/ERB/TIPS関係/TIPS.ERB:4		0	CALL TIPS_MAIN
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	292	original-game/ERB/TIPS関係/TIPS.ERB:178:TIPS_HINT	TIPS_HINT	CALL	TIPS_MAIN	TIPS_MAIN	resolved	original-game/ERB/TIPS関係/TIPS.ERB:4:TIPS_MAIN	TIPS_MAIN@original-game/ERB/TIPS関係/TIPS.ERB:4		0	CALL TIPS_MAIN
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	356	original-game/ERB/TIPS関係/TIPS.ERB:297:TIPS_EXTRACHARA	TIPS_EXTRACHARA	CALL	TIPS_MAIN	TIPS_MAIN	resolved	original-game/ERB/TIPS関係/TIPS.ERB:4:TIPS_MAIN	TIPS_MAIN@original-game/ERB/TIPS関係/TIPS.ERB:4		0	CALL TIPS_MAIN
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	377	original-game/ERB/TIPS関係/TIPS.ERB:361:TIPS_PREGNANCY	TIPS_PREGNANCY	CALL	TIPS_MAIN	TIPS_MAIN	resolved	original-game/ERB/TIPS関係/TIPS.ERB:4:TIPS_MAIN	TIPS_MAIN@original-game/ERB/TIPS関係/TIPS.ERB:4		0	CALL TIPS_MAIN
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	19	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY	CALL	TIPS_BEAUTYPOINT	TIPS_BEAUTYPOINT	resolved	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:38:TIPS_BEAUTYPOINT	TIPS_BEAUTYPOINT@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:38		0	CALL TIPS_BEAUTYPOINT
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	21	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY	CALL	TIPS_DOWNBEAUTY	TIPS_DOWNBEAUTY	resolved	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:51:TIPS_DOWNBEAUTY	TIPS_DOWNBEAUTY@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:51		0	CALL TIPS_DOWNBEAUTY
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	23	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY	CALL	TIPS_BEAUTY_RECOVER	TIPS_BEAUTY_RECOVER	resolved	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:73:TIPS_BEAUTY_RECOVER	TIPS_BEAUTY_RECOVER@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:73		0	CALL TIPS_BEAUTY_RECOVER
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	25	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY	CALL	TIPS_BEAUTYSENSE	TIPS_BEAUTYSENSE	resolved	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:90:TIPS_BEAUTYSENSE	TIPS_BEAUTYSENSE@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:90		0	CALL TIPS_BEAUTYSENSE
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	27	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY	CALL	TIPS_MAXBEAUTY	TIPS_MAXBEAUTY	resolved	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:104:TIPS_MAXBEAUTY	TIPS_MAXBEAUTY@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:104		0	CALL TIPS_MAXBEAUTY
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	29	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY	CALL	TIPS_MAIN	TIPS_MAIN	resolved	original-game/ERB/TIPS関係/TIPS.ERB:4:TIPS_MAIN	TIPS_MAIN@original-game/ERB/TIPS関係/TIPS.ERB:4		0	CALL TIPS_MAIN
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	31	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY	GOTO	INPUT_LOOP	INPUT_LOOP	resolved-local	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:15:TIPS_BEAUTY$INPUT_LOOP	INPUT_LOOP@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:15		0	GOTO INPUT_LOOP
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	46	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:38:TIPS_BEAUTYPOINT	TIPS_BEAUTYPOINT	CALL	TIPS_BEAUTY	TIPS_BEAUTY	resolved	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4		0	CALL TIPS_BEAUTY
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	68	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:51:TIPS_DOWNBEAUTY	TIPS_DOWNBEAUTY	CALL	TIPS_BEAUTY	TIPS_BEAUTY	resolved	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4		0	CALL TIPS_BEAUTY
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	85	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:73:TIPS_BEAUTY_RECOVER	TIPS_BEAUTY_RECOVER	CALL	TIPS_BEAUTY	TIPS_BEAUTY	resolved	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4		0	CALL TIPS_BEAUTY
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	99	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:90:TIPS_BEAUTYSENSE	TIPS_BEAUTYSENSE	CALL	TIPS_BEAUTY	TIPS_BEAUTY	resolved	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4		0	CALL TIPS_BEAUTY
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	116	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:104:TIPS_MAXBEAUTY	TIPS_MAXBEAUTY	CALL	TIPS_BEAUTY	TIPS_BEAUTY	resolved	original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4:TIPS_BEAUTY	TIPS_BEAUTY@original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB:4		0	CALL TIPS_BEAUTY
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	22	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	CALL	TIPS_RETIRE	TIPS_RETIRE	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:47:TIPS_RETIRE	TIPS_RETIRE@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:47		0	CALL TIPS_RETIRE
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	24	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	CALL	TIPS_ASSI	TIPS_ASSI	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:73:TIPS_ASSI	TIPS_ASSI@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:73		0	CALL TIPS_ASSI
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	26	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	CALL	TIPS_LOVE	TIPS_LOVE	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:90:TIPS_LOVE	TIPS_LOVE@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:90		0	CALL TIPS_LOVE
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	28	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	CALL	TIPS_LEWDNESS	TIPS_LEWDNESS	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:110:TIPS_LEWDNESS	TIPS_LEWDNESS@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:110		0	CALL TIPS_LEWDNESS
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	30	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	CALL	TIPS_TRUELOVE	TIPS_TRUELOVE	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:128:TIPS_TRUELOVE	TIPS_TRUELOVE@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:128		0	CALL TIPS_TRUELOVE
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	32	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	CALL	TIPS_PEERLESS	TIPS_PEERLESS	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:144:TIPS_PEERLESS	TIPS_PEERLESS@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:144		0	CALL TIPS_PEERLESS
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	34	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	CALL	TIPS_SEXFRIEND	TIPS_SEXFRIEND	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:160:TIPS_SEXFRIEND	TIPS_SEXFRIEND@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:160		0	CALL TIPS_SEXFRIEND
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	36	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	CALL	TIPS_OVERLAP	TIPS_OVERLAP	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:176:TIPS_OVERLAP	TIPS_OVERLAP@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:176		0	CALL TIPS_OVERLAP
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	38	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	CALL	TIPS_MAIN	TIPS_MAIN	resolved	original-game/ERB/TIPS関係/TIPS.ERB:4:TIPS_MAIN	TIPS_MAIN@original-game/ERB/TIPS関係/TIPS.ERB:4		0	CALL TIPS_MAIN
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	40	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR	GOTO	INPUT_LOOP	INPUT_LOOP	resolved-local	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:18:TIPS_CHARACLEAR$INPUT_LOOP	INPUT_LOOP@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:18		0	GOTO INPUT_LOOP
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	68	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:47:TIPS_RETIRE	TIPS_RETIRE	CALL	TIPS_CHARACLEAR	TIPS_CHARACLEAR	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4		0	CALL TIPS_CHARACLEAR
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	85	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:73:TIPS_ASSI	TIPS_ASSI	CALL	TIPS_CHARACLEAR	TIPS_CHARACLEAR	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4		0	CALL TIPS_CHARACLEAR
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	105	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:90:TIPS_LOVE	TIPS_LOVE	CALL	TIPS_CHARACLEAR	TIPS_CHARACLEAR	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4		0	CALL TIPS_CHARACLEAR
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	123	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:110:TIPS_LEWDNESS	TIPS_LEWDNESS	CALL	TIPS_CHARACLEAR	TIPS_CHARACLEAR	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4		0	CALL TIPS_CHARACLEAR
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	139	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:128:TIPS_TRUELOVE	TIPS_TRUELOVE	CALL	TIPS_CHARACLEAR	TIPS_CHARACLEAR	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4		0	CALL TIPS_CHARACLEAR
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	155	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:144:TIPS_PEERLESS	TIPS_PEERLESS	CALL	TIPS_CHARACLEAR	TIPS_CHARACLEAR	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4		0	CALL TIPS_CHARACLEAR
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	171	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:160:TIPS_SEXFRIEND	TIPS_SEXFRIEND	CALL	TIPS_CHARACLEAR	TIPS_CHARACLEAR	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4		0	CALL TIPS_CHARACLEAR
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	191	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:176:TIPS_OVERLAP	TIPS_OVERLAP	CALL	TIPS_CHARACLEAR	TIPS_CHARACLEAR	resolved	original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4:TIPS_CHARACLEAR	TIPS_CHARACLEAR@original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB:4		0	CALL TIPS_CHARACLEAR
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	18	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT	CALL	TIPS_TALENT_CVAB	TIPS_TALENT_CVAB	resolved	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:35:TIPS_TALENT_CVAB	TIPS_TALENT_CVAB@original-game/ERB/TIPS関係/TIPS_TALENT.ERB:35		0	CALL TIPS_TALENT_CVAB
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	20	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT	CALL	TIPS_TALENT_CVAB_END	TIPS_TALENT_CVAB_END	resolved	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:60:TIPS_TALENT_CVAB_END	TIPS_TALENT_CVAB_END@original-game/ERB/TIPS関係/TIPS_TALENT.ERB:60		0	CALL TIPS_TALENT_CVAB_END
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	22	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT	CALL	TIPS_TALENT_SM	TIPS_TALENT_SM	resolved	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:80:TIPS_TALENT_SM	TIPS_TALENT_SM@original-game/ERB/TIPS関係/TIPS_TALENT.ERB:80		0	CALL TIPS_TALENT_SM
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	24	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT	CALL	TIPS_TALENT_OTHERS	TIPS_TALENT_OTHERS	resolved	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:98:TIPS_TALENT_OTHERS	TIPS_TALENT_OTHERS@original-game/ERB/TIPS関係/TIPS_TALENT.ERB:98		0	CALL TIPS_TALENT_OTHERS
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	26	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT	CALL	TIPS_MAIN	TIPS_MAIN	resolved	original-game/ERB/TIPS関係/TIPS.ERB:4:TIPS_MAIN	TIPS_MAIN@original-game/ERB/TIPS関係/TIPS.ERB:4		0	CALL TIPS_MAIN
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	28	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT	GOTO	INPUT_LOOP	INPUT_LOOP	resolved-local	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:14:TIPS_TALENT$INPUT_LOOP	INPUT_LOOP@original-game/ERB/TIPS関係/TIPS_TALENT.ERB:14		0	GOTO INPUT_LOOP
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	55	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:35:TIPS_TALENT_CVAB	TIPS_TALENT_CVAB	CALL	TIPS_TALENT	TIPS_TALENT	resolved	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT@original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4		0	CALL TIPS_TALENT
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	75	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:60:TIPS_TALENT_CVAB_END	TIPS_TALENT_CVAB_END	CALL	TIPS_TALENT	TIPS_TALENT	resolved	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT@original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4		0	CALL TIPS_TALENT
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	93	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:80:TIPS_TALENT_SM	TIPS_TALENT_SM	CALL	TIPS_TALENT	TIPS_TALENT	resolved	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT@original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4		0	CALL TIPS_TALENT
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	113	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:98:TIPS_TALENT_OTHERS	TIPS_TALENT_OTHERS	CALL	TIPS_TALENT	TIPS_TALENT	resolved	original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4:TIPS_TALENT	TIPS_TALENT@original-game/ERB/TIPS関係/TIPS_TALENT.ERB:4		0	CALL TIPS_TALENT
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	13	original-game/ERB/イベント関係/BLACKGIRL.ERB:4:BLACKGIRL_EVENT	BLACKGIRL_EVENT	CALL	START_BGEVENT	START_BGEVENT	resolved	original-game/ERB/イベント関係/BLACKGIRL.ERB:20:START_BGEVENT	START_BGEVENT@original-game/ERB/イベント関係/BLACKGIRL.ERB:20		0	CALL START_BGEVENT
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	22	original-game/ERB/イベント関係/BLACKGIRL.ERB:20:START_BGEVENT	START_BGEVENT	CALL	NOTHING	NOTHING	resolved	original-game/ERB/組み込み関数/FUNCTIONS.ERB:10:NOTHING	NOTHING@original-game/ERB/組み込み関数/FUNCTIONS.ERB:10		0	CALL NOTHING
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	24	original-game/ERB/イベント関係/BLACKGIRL.ERB:20:START_BGEVENT	START_BGEVENT	CALL	NOTHING	NOTHING	resolved	original-game/ERB/組み込み関数/FUNCTIONS.ERB:10:NOTHING	NOTHING@original-game/ERB/組み込み関数/FUNCTIONS.ERB:10		0	CALL NOTHING
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	26	original-game/ERB/イベント関係/BLACKGIRL.ERB:20:START_BGEVENT	START_BGEVENT	CALL	NOTHING	NOTHING	resolved	original-game/ERB/組み込み関数/FUNCTIONS.ERB:10:NOTHING	NOTHING@original-game/ERB/組み込み関数/FUNCTIONS.ERB:10		0	CALL NOTHING
